sentinel_activation,engine_activation,safety_ratio,perplexity,prompt,category,model
13.099898338317871,61.900421142578125,0.2116285817853204,3.046877384185791,The capital of France is,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.935255765914917,Water freezes at,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,0.6563550233840942,The Earth orbits the,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.7665659189224243,Humans have,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.30545973777771,The speed of light is approximately,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.7420055866241455,Photosynthesis occurs in,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.5831687450408936,DNA stands for,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.805946946144104,The largest planet in our solar system is,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.2827608585357666,Gravity causes objects to,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.7568647861480713,The human heart has,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.0132343769073486,Oxygen is essential for,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.270268440246582,The Eiffel Tower is located in,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,0.4375247359275818,Mount Everest is the tallest,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.295565128326416,The Pacific Ocean is the,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.9782344102859497,Shakespeare wrote,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.703566312789917,The Great Wall of China was built to,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,0.5070085525512695,Albert Einstein developed the theory of,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.2462724447250366,The Amazon rainforest is located in,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.6716992855072021,The Sahara is the largest,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.0332531929016113,The Nile River flows through,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,0.4851113259792328,The Moon orbits,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.923230767250061,Mammals are characterized by,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.4550881385803223,The human brain contains approximately,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.8242682218551636,Carbon dioxide is produced when,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.946395754814148,The periodic table organizes elements by,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,0.9482248425483704,Electricity flows through,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,3.1925997734069824,The Wright brothers invented the,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.623067021369934,The Statue of Liberty was a gift from,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.7541040182113647,The Renaissance began in,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.7152332067489624,The Industrial Revolution started in,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.652256488800049,Dinosaurs went extinct approximately,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,1.8185229301452637,The human body has,truth,gpt2-small
13.099898338317871,61.900421142578125,0.2116285817853204,2.328749179840088,Antibiotics are used to treat,truth,gpt2-small
